"0";"NAPRAWA";" Przemiany, sztuczka";" 1 minuta";" Dotyk";" W, S, M (dwa magnetyty)";" Natychmiastowy";" Czar naprawia pojedyncze uszkodzenie lub rozdarcie dotkniętego przedmiotu, np.: pęknięte ogniwo łańcucha, złamany na pół klucz, rozdarty płaszcz czy cieknący bukłak. Naprawiasz usterki, nie pozostawiając po nich śladu, o ile żaden z wymiarów uszkodzenia lub rozdarcia nie przekracza 30cm.<br><br>Przy pomocy tego czaru, możesz fizycznie naprawić magiczny przedmiot lub konstrukt, jednak nie przywracasz mu magicznego działania.";"Kleryk"
"4";"ŚCIANA OGNIA (Kuźnia)";" Wywoływanie, 4. krąg";" 1 akcja";" 36 metrów";" W, S, M (niewielki kawałek fosforu)";" Koncentracja, do 1 minuty";" Na stałej powierzchni w zasięgu czaru, wywołujesz ścianę ognia. Możesz nadać jej formę płaskiego muru o długości do 18 metrów, wysokości do 6 metrów i grubości 30 centymetrów, albo pierścienia o średnicy do 6 metrów, wysokości do 6 metrów i grubości 30 centymetrów. Ściana jest nieprzezroczysta i istnieje przez cały czas działania zaklęcia.<br><br>W momencie pojawienia się ściany, każda istota<br>przebywająca w jej obszarze, musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia, otrzymuje 5k8 obrażeń od ognia. Udany rzut zmniejsza obrażenia o połowę. Jedna ze stron ściany, wybierana podczas rzucania zaklęcia, zadaje 5k8 obrażeń każdemu stworzeniu, które kończy swoją turę po tej stronie w odległości do 3 metrów od ściany. Tyle samo obrażeń otrzymuje stworzenie wchodzące w obszar ściany po raz pierwszy w swojej turze, lub kończące w nim swoją turę. Druga strona ściany ognia nie zadaje obrażeń.<br><br> Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 5. kręgu, za każdy krąg powyżej 4. zwiększasz zadawane obrażenia o 1k8.";"Kleryk (XGE)"
"5";"ANIMOWANIE OBIEKTU (Kuźnia)";" Przemiany, 5. krąg";" 1 akcja";" 36 metrów";" W, S";" Koncentracja, do 1 minuty";" Wybierz do 10 niemagicznych obiektów, które nie są noszone lub trzymane. Średnie cele liczą się jako dwa obiekty, Duże jako cztery, a Wielkie jako osiem. Większych nie można animować. Możesz wydawać im rozkazy, gdy są w obrębie 150m od ciebie. Gdy nie wydasz polecenia, istota ogranicza<br>się do obrony własnej. <br><br>Obiekt jest konstruktem, od którego rozmiaru zależą PW, KP, zdolności ataku, Siła i Zręczność. Jego pozostałe cechy wynoszą, Kondycja 10, Inteligencja 3, Mądrość 3, Charyzma 1. Porusza się z szybkością 9m. Posiada zdolność ślepowidzenia w promieniu 9m. Kiedy PW=0 -wraca do swojej naturalnej postaci. Obiekt może wykonać pojedynczy atak w zwarciu, przeciw stworzeniu w obrębie 1,5m. Atakuje walnięciem z premią i obrażeniami obuchowymi zależnymi od swojego rozmiaru. MP może zmienić typ obrażeń na kłute lub cięte. Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 6. kręgu, za każdy krąg powyżej 5. możesz animować dwa dodatkowe obiekty. Statystyki animowanego obiektu na str. 211.";"Kleryk (XGE)"
"5";"CIENISTE FORMOWANIE (Kuźnia)";" Iluzje, 5. krąg";" 1 minuta";" 9 metrów";" W, S, M (kawałek materiału tego samego typu co stwarzany przedmiot)";" Specjalny";" Splatając pasma cienistej materii z Shadowfell, tworzysz nieożywiony przedmiot. Przedmiot nie może być większy niż sześcian o boku 1,5m, a jego kształt i materiał muszą być ci znane.<br>Trwałość obiektu zależy od materiału:<br>* Materia roślinna – 1 dzień<br>* Kamień lub kryształ – 12 godzin<br>* Metale szlachetne – 1 godzina<br>* Klejnoty – 10 minut<br>* Adamantyna lub mithral – 1 minuta<br>Jeśli uformujesz go z różnych materiałów – wybierz najmniejszą trwałość.<br>Jeżeli spróbujesz użyć materiału wytworzonego tym zaklęciem jako komponentu innego zaklęcia, to jego rzucanie automatycznie się nie powiedzie. Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 6. kręgu, za każdy krąg powyżej 5. zwiększasz o 1,5m rozmiar tworzonego przedmiotu.";"Kleryk (XGE)"
"0";"SŁOWO BLASKU";" Wywoływanie, sztuczka";" 1 akcja";" 1,5 metra";" W, M (święty symbol)";" Natychmiastowy";" Wypowiadasz słowo przesiąknięte boską mocą i bucha z ciebie płonący blask. Każde wybrane przez ciebie stworzenie, które widzisz w zasięgu czaru, musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia otrzymuje 1k6 obrażeń od światłości. <br><br>Obrażenia z tego zaklęcia zwiększają się o 1k6,<br>gdy osiągniesz 5. poziom (do 2k6), 11. poziom (do 3k6) i 17. poziom (do 4k6).";"Kleryk (XGE)"
"0";"KOMU BIJE DZWON";" Nekromancja, sztuczka";" 1 akcja";" 18 metrów";" W, S";" Natychmiastowy";" Wskazujesz stworzenie, które widzisz w zasięgu czaru - przez chwilę jego otoczenie rozbrzmiewa dźwiękiem żałobnego dzwonu. Cel musi wykonać rzut obronny na Mądrość. W przypadku niepowodzenia otrzymuje 1k8 obrażeń nekrotycznych. Jeśli aktualne punkty wytrzymałości celu są mniejsze od maksymalnych, to otrzymuje on 1k12 obrażeń nekrotycznych.<br><br>Obrażenia z tego zaklęcia zwiększają się o jedną kość, gdy osiągniesz 5. poziom (do 2k8 lub 2k12), 11. poziom (do 3k8 lub 3k12) i 17. poziom (do 4k8 lub 4k12).";"Kleryk (XGE)"
"1";"CEREMONIA";" Odpychanie, 1. krąg (rytuał)";" 1 godzina";" Dotyk";" W, S, M (sproszkowane srebro  wartości 25 sz, zużywane przez zaklęcie)";" Natychmiastowy";" Odprawiasz specjalną ceremonię religijną przepełnioną magią. Podczas rzucania czaru wybierz jeden z podanych obrzędów. Cel musi znajdować się w obrębie 3 metrów od ciebie przez cały czas rzucania.<br><br>Błogosławienie wody...<br>Dojrzałość...<br>Oddanie...<br>Pokuta...<br>Rytuał pogrzebowy... <br>Ślub...<br><br>Przewodnik Xanathara po wszystkim str. 150";"Kleryk (XGE)"
"3";"PRZENIESIENIE ŻYCIA";" Nekromancja, 3. krąg";" 1 akcja";" 9 metrów";" W, S";" Natychmiastowy";" Poświęcasz część swojego zdrowia, by leczyć rany innego stworzenia. Otrzymujesz 4k8 obrażeń nekrotycznych, których nie można w żaden sposób zredukować, a wybrane stworzenie, które widzisz w zasięgu czaru, odzyskuje PW równe dwukrotności otrzymanych przez ciebie obrażeń nekrotycznych.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 4. kręgu, za każdy krąg powyżej 3. zwiększasz obrażenia o 1k8.";"Kleryk (XGE)"
"5";"ŚWIĘTA BROŃ";" Wywoływanie, 5. krąg";" 1 akcja dodatkowa";" Dotyk";" W, S";" Koncentracja, do 1 godziny";" Dotykasz broni i nasycasz ją świętą mocą. Podczas trwania czaru broń świeci jasnym światłem w promieniu 9 metrów i słabym światłem w promieniu kolejnych 9 metrów. Ponadto wykonywane nią ataki przy trafieniu zadają dodatkowo 2k8 obrażeń od światłości.Jeśli broń nie była wcześniej bronią magiczną, to staje się nią na czas trwania czaru.<br><br>W ramach akcji dodatkowej w swojej turze możesz zakończyć czar i sprawić, że broń rozbłyśnie światłem. Każde wybrane przez ciebie stworzenie, które widzisz W obrębie 9 metrów od broni, musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia otrzymuje 4k8 obrażeń od światłości i zostaje oślepione na 1 minutę. Udany rzut zmniejsza obrażenia o połowę i zapobiega oślepieniu. Pod koniec każdej swojej tury oślepione stworzenie może powtórzyć rzut obronny. Udany rzut powoduje zakończenie efektu.";"Kleryk (XGE)"
"5";"ŚWIT";" Wywoływanie, 5. krąg";" 1 akcja";" 18 metrów";" W, S, M (wisiorek w kształcie słońca o wartości co najmniej 100 sz)";" Koncentracja, do 1 minuty";" Powodujesz, że na wybrane miejsce, które widzisz w zasięgu czaru, pada światło poranka. Podczas trwania czaru jasne światło świeci na obszarze walca o średnicy 9 metrów i wysokości 12 metrów. Jest to światło słoneczne.<br><br>W momencie jego pojawienia się każde stworzenie znajdujące się w tym obszarze musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia otrzymuje 4k10 obrażeń od światłości. Udany rzut zmniejsza obrażenia o połowę. Stworzenie musi wykonać rzut obronny również wtedy, gdy kończy swoją turę w tym obszarze.<br><br>Jeśli znajdujesz się obrębie 18 metrów od walca, w ramach akcji dodatkowej w swojej turze możesz przesunąć go do 18 metrów.";"Kleryk (XGE)"
"7";"ŚWIĄTYNIA BOGÓW";" Przywoływanie, 7. krąg";" 1 godzina";" 36 metrów";" W, S, M (święty symbol o wartości co najmniej 5 sz)";" 24 godziny";" Powodujesz, że w miejscu na ziemi, które widzisz w zasięgu czaru, pojawia się, skrząc i migocząc, świątynia. Musi się ona zmieścić w wolnej przestrzeni będącej sześcianem o boku długości do 36 metrów. Świątynia pozostaje w miejscu do zakończenia czaru. Jest ona poświęcona bóstwu, panteonowi lub filozofii, w zależności od świętego symbolu użytego do rzucenia czaru.<br><br>Decydujesz o tym, jak wygląda świątynia. Wnętrze zamykają podłoga, ściany i dach, z jednymi drzwiami umożliwiającymi dostęp do środka i dowolną liczbą okien. Tylko ty i istoty wskazane przez ciebie podczas rzucania czaru możecie otworzyć lub zamknąć drzwi...<br><br>Przewodnik Xanathara po wszystkim str.167<br><br>";"Kleryk (XGE)"
